Date,Description,Amount,Balance
21/01/2025,PAYPAL PAYMENT,-5.99,2341.79
20/01/2025,TFL TRAVEL CH     TFL.GOV.UK/CP,-3.80,2347.78
20/01/2025,WAITROSE 780      ISLINGTON LON,-10.79,2351.58
20/01/2025,SP SEASON COOKSHOPLONDON,-11.99,2362.37
20/01/2025,SumUp  *Kaja PeersLondon,-62.00,2374.36
20/01/2025,Sichuan House     LONDON,-56.70,2436.36
20/01/2025,SQ *PHILIPPE CONTILondon,-18.22,2493.06
20/01/2025,SumUp  *Coffee JoiLondon,-5.00,2511.28
20/01/2025,SAINSBURYS S/MKTS LOWHALL 0433,-80.77,2516.28
20/01/2025,Amazon.co.uk*61146AMAZON.CO.UK,-4.59,2597.05
20/01/2025,GOCARDLESS,-74.00,2601.64
20/01/2025,GOCARDLESS,-39.00,2675.64
17/01/2025,TFL TRAVEL CH     TFL.GOV.UK/CP,-5.75,2714.64
17/01/2025,PAYPAL PAYMENT,-4.29,2720.39
16/01/2025,INT'L 1447221580  ALWAYSAMBE* AA2025LISPOLE           EUR 30.82 @ 1.1835MAS Rate,-26.04,2724.68
16/01/2025,TFL TRAVEL CH     TFL.GOV.UK/CP,-9.50,2750.72
16/01/2025,The garden house  London,-28.00,2760.22
16/01/2025,Little Teapot TaveLondon,-7.00,2788.22
16/01/2025,Little Teapot TaveLondon,-7.00,2795.22
16/01/2025,GOOGLE *Google One650-253-0000,-7.99,2802.22
16/01/2025,TAXSCOUTS         LONDON,-169.00,2810.21
16/01/2025,PAYPAL PAYMENT,-11.99,2979.21
16/01/2025,SCOTTISH PROVIDENT,-72.54,2991.20
15/01/2025,SAINSBURYS S/MKTS TOTTENHAM,-40.84,3063.74
15/01/2025,FD YS WONG        support,-300.00,3104.58
14/01/2025,404758 31113879   INTERNAL TRANSFER,-1486.00,3404.58
14/01/2025,PAYSTREAM MY MAX 3,5277.15,4890.58
13/01/2025,TFL TRAVEL CH     TFL.GOV.UK/CP,-3.50,-386.57
13/01/2025,SAINSBURYS S/MKTS LOWHALL 0433,-37.11,-383.07
13/01/2025,MANGAL            HACKNEY,-55.00,-345.96
13/01/2025,BEBEK BAKLAVA LTD Barking,-14.00,-290.96
13/01/2025,Enka Motors       London,-40.00,-276.96
13/01/2025,Tesla Inc.        West Drayton,-10.00,-236.96
10/01/2025,FD YS WONG        Food,-600.00,-226.96
10/01/2025,FD YS WONG        Mortgage,-886.30,373.04
10/01/2025,404758 31113879   INTERNAL TRANSFER,1486.30,1259.34
10/01/2025,PAYPAL PAYMENT,-207.79,-226.96
08/01/2025,SAINSBURYS S/MKTS LOWHALL 0433,-48.49,-19.17
07/01/2025,YOURPARKINGSPACE  CANARY WHARF,-2.50,29.32
07/01/2025,DART CHARGE AUTO TLEEDS,-2.50,31.82
07/01/2025,AMZNMktplace      amazon.co.uk,17.70,34.32
07/01/2025,GOCARDLESS,-46.58,16.62
06/01/2025,SAINSBURYS S/MKTS LOWHALL 0433,-60.81,63.20
06/01/2025,RAYA STREET FOOD  LONDON,-10.90,124.01
06/01/2025,RAYA STREET FOOD  LONDON,-32.40,134.91
06/01/2025,TUI INFLI         LUTON,-6.60,167.31
06/01/2025,Tesla Inc.        West Drayton,-14.59,173.91
06/01/2025,THAMES WATER,-50.00,188.50
06/01/2025,AIG LIFE LTD,-14.70,238.50
02/01/2025,CASTLE CLIMBING   LONDON,-207.00,253.20
02/01/2025,Oisin Mulvihill   OBADVRNNWBC9LRX5I,-100.00,460.20
02/01/2025,PAYPAL PAYMENT,-10.99,560.20
02/01/2025,PAYPAL PAYMENT,-5.84,571.19
02/01/2025,FIRST DIRECT VISA,-69.21,577.03
02/01/2025,OCTOPUS,-265.14,646.24
02/01/2025,GOCARDLESS,-118.00,911.38
