Date,Description,Amount,Balance
11/07/2025,TFL TRAVEL CH     TFL.GOV.UK/CP,-6.90,232.21
11/07/2025,SAINSBURYS S/MKTS LOWHALL 0433,-116.54,239.11
11/07/2025,SAINSBURYS        LONDON BELL L,-3.35,355.65
11/07/2025,CHA JEN YUAN      LONDON,-11.30,359.00
11/07/2025,Tesla Inc.        West Drayton,-7.39,370.30
11/07/2025,Tesla Inc.        West Drayton,-14.22,377.69
11/07/2025,404758 31113879   INTERNAL TRANSFER,-800.00,391.91
11/07/2025,FOURTH FLOOR 90 HI,1611.10,1191.91
10/07/2025,Decathlon ChingforLondon,-35.95,-419.19
10/07/2025,Revolut**1991*    London,-50.00,-383.24
10/07/2025,PAYPAL PAYMENT,-22.49,-333.24
09/07/2025,INT'L 1673599354  RYANAIR           DUBLIN            EUR 23.25 @ 1.1567MAS Rate,-20.10,-310.75
09/07/2025,SAINSBURYS S/MKTS LOWHALL 0433,-95.24,-290.65
09/07/2025,Tesla Inc.        West Drayton,-8.97,-195.41
09/07/2025,PAYPAL PAYMENT,-1.27,-186.44
08/07/2025,FD YS WONG        Mortgage,-1300.00,-185.17
08/07/2025,404758 31113879   INTERNAL TRANSFER,1500.00,1114.83
08/07/2025,HMSHost Intl      Essex,-21.87,-385.17
08/07/2025,Revolut**1991*    London,-100.00,-363.30
07/07/2025,INT'L 1670999507  ZIOLOWY ZAKATEK 2.GRODZISK          PLN 139.00         @ 4.9012MAS Rate,-28.36,-263.30
07/07/2025,INT'L 1670999504  ZIOLOWY ZAKATEK ANGRODZISK          PLN 260.00         @ 4.8881MAS Rate,-53.19,-234.94
07/07/2025,Revolut**1991*    London,-50.00,-181.75
07/07/2025,Revolut**1991*    London,-100.00,-131.75
07/07/2025,THAMES WATER,-57.00,-31.75
07/07/2025,AVIVA,-14.70,25.25
04/07/2025,INT'L 1666778545  RYANAIR           DUBLIN,-8.00,39.95
04/07/2025,PRET A MANGER     Stansted,-19.15,47.95
04/07/2025,BOOTS 1940        STANSTEAD AIR,-2.50,67.10
04/07/2025,Revolut**1991*    London,-100.00,69.60
04/07/2025,PAYPAL PAYMENT,-6.48,169.60
03/07/2025,INT'L 1665439734  AIRALO            SINGAPORE         USD 6.50 @ 1.3569 MAS Rate,-4.79,176.08
03/07/2025,TFL TRAVEL CH     TFL.GOV.UK/CP,-6.20,180.87
03/07/2025,GREATER ANGLIA    HALE N17 2008,-20.00,187.07
03/07/2025,HMSHost Intl      Essex,-15.48,207.07
03/07/2025,Revolut**1991*    London,-50.00,222.55
03/07/2025,TOMS FIELD CAMPSITSWANAGE,-8.00,272.55
03/07/2025,STANSTED EXPRESS  COLCHESTER,-65.20,280.55
03/07/2025,FIRST DIRECT VISA,-134.91,345.75
03/07/2025,404758 31113879   INTERNAL TRANSFER,500.00,480.66
02/07/2025,RADIO-SOLUTIONS.COBIRKENHEAD  M,-43.14,-19.34
02/07/2025,FD YS WONG        support,-50.00,23.80
02/07/2025,PAYPAL PAYMENT,-12.99,73.80
01/07/2025,Prisilla.S-Cleaner30ChesnutRoad,-30.00,86.79
01/07/2025,FD YS WONG        support,-100.00,116.79
01/07/2025,TFL TRAVEL CH     TFL.GOV.UK/CP,-7.90,216.79
01/07/2025,SAINSBURYS S/MKTS LONDON,-21.92,224.69
01/07/2025,PARK WITH EASE    MANCHESTER,-6.00,246.61
01/07/2025,OCTOPUS,-265.14,252.61
01/07/2025,GOCARDLESS,-118.00,517.75
30/06/2025,M6 TOLL           LICHFIELD,-10.30,635.75
30/06/2025,MARKS AND SPENCER WARWICKSHIRE,-8.15,646.05
30/06/2025,RUGBY  PRET A MANGRUGBY,-14.95,654.20
30/06/2025,WELCOME B/WHS     NEWPORT PAGNE,-2.35,669.15
30/06/2025,SumUp  *Coffee JoiLondon,-6.00,671.50
30/06/2025,Revolut**1991*    London,-200.00,677.50
30/06/2025,Tesla Inc.        West Drayton,-18.15,877.50
30/06/2025,Tesla Inc.        West Drayton,-8.79,895.65
30/06/2025,Tesla Inc.        West Drayton,-11.22,904.44
30/06/2025,Tesla Inc.        West Drayton,-11.85,915.66
30/06/2025,FD YS WONG        Pool,-100.00,927.51
27/06/2025,404758 31113879   INTERNAL TRANSFER,-2000.00,1027.51
27/06/2025,FOURTH FLOOR 90 HI,3029.89,3027.51
26/06/2025,INT'L 1655540554  BACKBLAZE INC     SAN MATEO         USD 10.80 @ 1.3466MAS Rate,-8.02,-2.38
26/06/2025,SAINSBURYS S/MKTS LOWHALL 0433,-62.79,5.64
26/06/2025,LOON FUNG         LONDON N17,-17.81,68.43
26/06/2025,Tesla Inc.        West Drayton,-10.45,86.24
26/06/2025,SAINSBURY'S S/MKT LOW HALL,2.70,96.69
26/06/2025,VIRGIN MEDIA PYMTS,-79.81,93.99
26/06/2025,EE LIMITED,-39.50,173.80
25/06/2025,TFL TRAVEL CH     TFL.GOV.UK/CP,-6.90,213.30
25/06/2025,The Brownswood    London,-9.70,220.20
24/06/2025,TFL TRAVEL CH     TFL.GOV.UK/CP,-6.15,229.90
24/06/2025,Happy Bones CoffeeLondon,-12.20,236.05
23/06/2025,TFL TRAVEL CH     TFL.GOV.UK/CP,-6.20,248.25
23/06/2025,CAFE TPT          LONDON,-81.40,254.45
23/06/2025,SumUp  *Coffee JoiLondon,-9.30,335.85
23/06/2025,LS THE CASTLE CAFELONDON,-2.97,345.15
23/06/2025,LS THE CASTLE SHOPLONDON,-3.00,348.12
23/06/2025,Revolut**1991*    London,-480.00,351.12
23/06/2025,WWW.PUREBIO.CO.UK INTERNET,-92.15,831.12
20/06/2025,SAINSBURYS S/MKTS LOWHALL 0433,-82.93,923.27
20/06/2025,Tesla Inc.        West Drayton,-10.82,1006.20
20/06/2025,AMAZON* 204-636450LONDON,7.80,1017.02
20/06/2025,FOURTH FLOOR 90 HI,103.51,1009.22
20/06/2025,PAYPAL PAYMENT,-6.15,905.71
19/06/2025,TFL TRAVEL CH     TFL.GOV.UK/CP,-6.20,911.86
19/06/2025,Ippudo            London,-55.30,918.06
18/06/2025,PAYPAL PAYMENT,-11.99,973.36
18/06/2025,PAYPAL PAYMENT,-5.99,985.35
18/06/2025,PAYPAL PAYMENT,-3.86,991.34
17/06/2025,INT'L 1643838340  SSP-LPA           TELDE             EUR 10.95 @ 1.1723MAS Rate,-9.34,995.20
17/06/2025,INT'L 1643838338  SSP-LPA           TELDE             EUR 24.85 @ 1.1716MAS Rate,-21.21,1004.54
17/06/2025,INT'L 1643802949  RYANAIR           DUBLIN            EUR 18.25 @ 1.1721MAS Rate,-15.57,1025.75
17/06/2025,SAINSBURYS S/MKTS LOWHALL 0433,-68.19,1041.32
17/06/2025,COSTA COFFEE 43011STANSTED,-11.05,1109.51
17/06/2025,FOURTH FLOOR 90 HI,1550.00,1120.56
16/06/2025,INT'L 1642592642  KIMBOKAN CC MOGAN PUERTO RICO       EUR 19.00 @ 1.1721MAS Rate,-16.21,-429.44
16/06/2025,INT'L 1642588868  RESTAURANTE GRILL TEJEDA            EUR 16.70 @ 1.1694MAS Rate,-14.28,-413.23
16/06/2025,INT'L 1642582635  MANGO CC MOGAN MALPUERTO RICO       EUR 65.98 @ 1.1717MAS Rate,-56.31,-398.95
16/06/2025,INT'L 1642580749  TAJ PALACE        PUERTO RICO       EUR 53.90 @ 1.1717MAS Rate,-46.00,-342.64
16/06/2025,INT'L 1642569624  TIKI TACO         PUERTO RICO       EUR 19.30 @ 1.1718MAS Rate,-16.47,-296.64
16/06/2025,Revolut**1991*    London,-60.00,-280.17
16/06/2025,GOOGLE *Google One650-253-0000,-7.99,-220.17
16/06/2025,FD YS WONG        Mortgage,-1028.00,-212.18
16/06/2025,404758 31113879   INTERNAL TRANSFER,400.00,815.82
16/06/2025,404758 31113879   INTERNAL TRANSFER,-200.00,415.82
16/06/2025,404758 31113879   INTERNAL TRANSFER,1027.46,615.82
16/06/2025,SCOTTISH PROVIDENT,-72.54,-411.64
13/06/2025,MOONPIG           LONDON,-4.64,-339.10
13/06/2025,Revolut**1991*    London,-400.00,-334.46
13/06/2025,404758 31113879   INTERNAL TRANSFER,400.00,65.54
12/06/2025,INT'L 1637040048  APARCAMIENTO SAN BPALMAS (LAS)      EUR 8.65 @ 1.1800 MAS Rate,-7.33,-334.46
12/06/2025,Revolut**1991*    London,-50.00,-327.13
12/06/2025,Revolut**1991*    London,-60.00,-277.13
12/06/2025,CASTLE CLIMBING   LONDON,-79.00,-217.13
12/06/2025,INTENTIONSETSUBS  OISINMULVIHILL,-100.00,-138.13
11/06/2025,Prisilla.S-Cleaner30ChesnutRoad,-45.00,-38.13
11/06/2025,PAYPAL PAYMENT,-22.49,6.87
10/06/2025,INT'L 1634490355  PANARIA           SANTA LUCIA D     EUR 22.40 @ 1.1839MAS Rate,-18.92,29.36
10/06/2025,Revolut**1991*    London,-100.00,48.28
10/06/2025,FD YS WONG        support,-50.00,148.28
09/06/2025,INT'L 1633250941  CHARLYS CAFE      LAS PALMAS DE     EUR 27.20 @ 1.1841MAS Rate,-22.97,198.28
09/06/2025,INT'L 1633127630  RYANAIR           DUBLIN,-8.00,221.25
09/06/2025,PRET A MANGER     Stansted,-29.95,229.25
09/06/2025,WH Smith Stansted Stansted,-6.38,259.20
09/06/2025,SAINSBURYS S/MKTS TOTTENHAM,-25.67,265.58
09/06/2025,Revolut**1991*    London,-50.00,291.25
09/06/2025,Revolut**1991*    London,-200.00,341.25
09/06/2025,Tesla             West Drayton,-627.16,541.25
07/06/2025,FD YS WONG        support,-250.00,1168.41
06/06/2025,INT'L 1629079862  AIRALO            SINGAPORE         USD 11.50 @ 1.3529MAS Rate,-8.50,1418.41
06/06/2025,amazon.co.uk*E65I1353-12477661,-3.99,1426.91
06/06/2025,amazon.co.uk*8B9VH353-12477661,-4.99,1430.90
06/06/2025,amazon.co.uk*JZ15K353-12477661,-4.99,1435.89
06/06/2025,STANSTED EXPRESS  COLCHESTER,-65.20,1440.88
06/06/2025,FOURTH FLOOR 90 HI,1397.02,1506.08
05/06/2025,AMZNMktplace*E76BHamazon.co.uk,-9.99,109.06
05/06/2025,Holland and BarretNuneaton,-111.42,119.05
05/06/2025,FD YS WONG        support,-200.00,230.47
05/06/2025,THAMES WATER,-57.00,430.47
05/06/2025,AVIVA,-14.70,487.47
03/06/2025,TFL TRAVEL CH     TFL.GOV.UK/CP,-4.40,502.17
03/06/2025,AMAZON* 667EK8PY5 LONDON,-59.00,506.57
03/06/2025,AMAZON* QX1JR2QM5 LONDON,-100.18,565.57
02/06/2025,TFL TRAVEL CH     TFL.GOV.UK/CP,-7.70,665.75
02/06/2025,SAINSBURYS S/MKTS LONDON,-10.55,673.45
02/06/2025,WAITROSE 780      ISLINGTON LON,-16.41,684.00
02/06/2025,Sichuan House     LONDON,-59.20,700.41
02/06/2025,Ding Tea Angel    London,-10.50,759.61
02/06/2025,SAINSBURYS S/MKTS LOWHALL 0433,-62.92,770.11
02/06/2025,LS THE CASTLE CAFELONDON,-2.97,833.03
02/06/2025,SumUp **Kaja PeersLondon,-62.00,836.00
02/06/2025,TFL TRAVEL CH     TFL.GOV.UK/CP,-6.20,898.00
02/06/2025,C&R Restaurant    London,-40.14,904.20
02/06/2025,C&R Restaurant    London,-40.13,944.34
02/06/2025,SumUp  *Coffee JoiLondon,-8.00,984.47
02/06/2025,AMAZON* VM6NZ1EQ5 LONDON,-4.49,992.47
02/06/2025,Tesla Inc.        West Drayton,-10.19,996.96
02/06/2025,FIRST DIRECT VISA,-129.66,1007.15
02/06/2025,OCTOPUS,-265.14,1136.81
02/06/2025,GOCARDLESS,-118.00,1401.95
31/05/2025,F/D CREDIT  454312454312******3484,-250.00,1519.95
31/05/2025,404758 31113879   INTERNAL TRANSFER,-600.00,1769.95
31/05/2025,404758 31113879   INTERNAL TRANSFER,-1026.47,2369.95
30/05/2025,TFL TRAVEL CH     TFL.GOV.UK/CP,-6.20,3396.42
30/05/2025,T4                London,-11.30,3402.62
30/05/2025,Spuds at spurs    London,-33.00,3413.92
30/05/2025,Wasabi_Warren_StreLondon,-18.85,3446.92
30/05/2025,FOURTH FLOOR 90 HI,1698.51,3465.77
30/05/2025,PAYPAL PAYMENT,-12.99,1767.26
28/05/2025,SAINSBURYS S/MKTS LOWHALL 0433,-73.35,1780.25
28/05/2025,POD POINT         LONDON,-8.10,1853.60
27/05/2025,INT'L 1615432982  BACKBLAZE INC     SAN MATEO         USD 10.80 @ 1.3399MAS Rate,-8.06,1861.70
27/05/2025,RUGBY  PRET A MANGRUGBY,-24.60,1869.76
27/05/2025,MOTO RUGBY  COSTA RUGBY,-5.10,1894.36
27/05/2025,MARKS AND SPENCER WARWICKSHIRE,-3.90,1899.46
27/05/2025,MARKS AND SPENCER WARWICKSHIRE,-9.15,1903.36
27/05/2025,THE BUCK INN      SKIPTON,-41.00,1912.51
27/05/2025,SAINSBURYS S/MKTS PRESTON - FIS,-1.90,1953.51
27/05/2025,CAFUN? SOUTH AMERIPRESTON PR1,-12.90,1955.41
27/05/2025,M6 TOLL           LICHFIELD,-10.30,1968.31
27/05/2025,Haighton Manor  HaPreston,-111.10,1978.61
27/05/2025,Trespass Preston  Preston,-7.98,2089.71
27/05/2025,YDNPA             Malham,-7.00,2097.69
27/05/2025,SQ *CAFAINE       Preston,-7.00,2104.69
27/05/2025,SQ *CAFAINE       Preston,-18.00,2111.69
27/05/2025,OXFAM F1151       Preston,-8.00,2129.69
27/05/2025,MOTO RUGBY  COSTA RUGBY,-8.70,2137.69
27/05/2025,HOLIDAY INN EXPRESPRESTON,-4.50,2146.39
27/05/2025,Ai Cha            Preston,-11.00,2150.89
27/05/2025,PASAL home for NepPreston,-42.00,2161.89
27/05/2025,MARKS AND SPENCER WARWICKSHIRE,-9.20,2203.89
27/05/2025,MARKS&SPENCER PLC PRESTON,-8.05,2213.09
27/05/2025,Revolut**1991*    London,-100.00,2221.14
27/05/2025,Tesla Inc.        West Drayton,-19.19,2321.14
27/05/2025,Tesla Inc.        West Drayton,-8.23,2340.33
27/05/2025,Tesla Inc.        West Drayton,-13.76,2348.56
27/05/2025,Tesla Inc.        West Drayton,-18.54,2362.32
27/05/2025,YOURPARKINGSPACE.CLONDON,-17.25,2380.86
27/05/2025,VIRGIN MEDIA PYMTS,-79.81,2398.11
27/05/2025,EE LIMITED,-39.50,2477.92
23/05/2025,TFL TRAVEL CH     TFL.GOV.UK/CP,-3.10,2517.42
23/05/2025,Zettle_*Vela VentuRoss on Wye,-16.70,2520.52
23/05/2025,FOURTH FLOOR 90 HI,1793.73,2537.22
22/05/2025,KNIGHT'S TEMPLAR  BRISTOL,-2.65,743.49
22/05/2025,HMRC BRISTOL CAFE BRISTOL,-3.65,746.14
22/05/2025,Zettle_*TEMPLE COFbristol,-3.60,749.79
22/05/2025,SQ *DHAMAKA       Bristol,-26.00,753.39
21/05/2025,TFL TRAVEL CH     TFL.GOV.UK/CP,-3.10,779.39
21/05/2025,Hotel Ibis        BRISTOL TEMPL,-12.00,782.49
21/05/2025,Paramount lebaneseLondon,-56.02,794.49
21/05/2025,Veeno             Bristol,-12.91,850.51
21/05/2025,AVIVA,-49.26,863.42
21/05/2025,PAYPAL PAYMENT,-6.28,912.68
20/05/2025,TFL TRAVEL CH     TFL.GOV.UK/CP,-4.40,918.96
20/05/2025,ASDA STORES       LONDON,-1.95,923.36
20/05/2025,WAITROSE          HIGHBURY,-3.05,925.31
20/05/2025,PAYPAL PAYMENT,-5.99,928.36
19/05/2025,SAINSBURYS S/MKTS TOTTENHAM,-24.70,934.35
19/05/2025,TFL TRAVEL CH     TFL.GOV.UK/CP,-4.20,959.05
19/05/2025,LS THE CASTLE CAFELONDON,-2.97,963.25
19/05/2025,KOLAPATA          LONDON,-36.75,966.22
19/05/2025,SAINSBURYS S/MKTS LOWHALL 0433,-44.53,1002.97
19/05/2025,Amazon.co.uk*JZ0Y8AMAZON.CO.UK,-4.59,1047.50
19/05/2025,Tesla Inc.        West Drayton,-19.57,1052.09
19/05/2025,GOOGLE *Google Plag.co/helppay#,-99.99,1071.66
19/05/2025,PAYPAL PAYMENT,-3.93,1171.65
18/05/2025,INTEREST          TO 26APR2025,-0.32,1175.58
16/05/2025,TFL TRAVEL CH     TFL.GOV.UK/CP,-7.90,1175.90
16/05/2025,SAINSBURYS S/MKTS LONDON,-27.00,1183.80
16/05/2025,GOOGLE *Google One650-253-0000,-7.99,1210.80
16/05/2025,FOURTH FLOOR 90 HI,1397.02,1218.79
16/05/2025,PAYPAL PAYMENT,-11.99,-178.23
16/05/2025,SCOTTISH PROVIDENT,-72.54,-166.24
15/05/2025,SAINSBURYS S/MKTS LOWHALL 0433,-62.08,-93.70
14/05/2025,The Brownswood    London,-6.40,-31.62
13/05/2025,FD YS WONG        Food,-400.00,-25.22
13/05/2025,404758 31113879   INTERNAL TRANSFER,329.00,374.78
13/05/2025,FD YS WONG        Mortgage,-1026.47,45.78
13/05/2025,TFL TRAVEL CH     TFL.GOV.UK/CP,-4.40,1072.25
13/05/2025,MOONPIG           LONDON,-5.84,1076.65
12/05/2025,INT'L 1595519986  Udemy             udemy.com,-17.99,1082.49
12/05/2025,SAINSBURYS S/MKTS LOWHALL 0433,-79.06,1100.48
12/05/2025,SQ *CUGINI        London,-72.00,1179.54
12/05/2025,LS THE CASTLE CAFELONDON,-7.02,1251.54
12/05/2025,Spuds at spurs    London,-32.50,1258.56
12/05/2025,SumUp  *Coffee JoiLondon,-8.10,1291.06
12/05/2025,AMAZON* Z58XU0L95 LONDON,-36.07,1299.16
12/05/2025,Argos             MILTON KEYNES,-294.94,1335.23
12/05/2025,CASTLE CLIMBING   LONDON,-79.00,1630.17
12/05/2025,AMZNMktplace*FQ3IQamazon.co.uk,-22.49,1709.17
12/05/2025,INTENTIONSETSUBS  OISINMULVIHILL,-100.00,1731.66
12/05/2025,PAYPAL PAYMENT,-22.49,1831.66
11/05/2025,F/D CREDIT  454312454312******3484,-400.00,1854.15
09/05/2025,TFL TRAVEL CH     TFL.GOV.UK/CP,-6.15,2254.15
09/05/2025,SAINSBURYS S/MKTS LONDON,-27.40,2260.30
09/05/2025,WAITROSE 780      ISLINGTON LON,-15.55,2287.70
09/05/2025,FOURTH FLOOR 90 HI,2161.12,2303.25
08/05/2025,TFL TRAVEL CH     TFL.GOV.UK/CP,-6.20,142.13
08/05/2025,Honest Burger WarrLondon,-46.97,148.33
08/05/2025,CAMPBELL S        lift,40.00,195.30
06/05/2025,SAINSBURYS S/MKTS TOTTENHAM,-18.74,155.30
06/05/2025,LOON FUNG LTD     LONDON N17,-37.71,174.04
06/05/2025,The garden house  London,-29.30,211.75
06/05/2025,TFL TRAVEL CH     TFL.GOV.UK/CP,-11.50,241.05
06/05/2025,Cats Takeaway     London,-44.85,252.55
06/05/2025,LASER QUEST       Enfield,-1.80,297.40
06/05/2025,Naru - WC2H       London,-90.00,299.20
06/05/2025,WORLDS END (FINSBUFINSBURY PARK,-7.00,389.20
06/05/2025,SAINSBURYS S/MKTS LOWHALL 0433,-99.03,396.20
06/05/2025,TFL TRAVEL CH     TFL.GOV.UK/CP,-6.20,495.23
06/05/2025,LS THE CASTLE CAFELONDON,-7.02,501.43
06/05/2025,CAFE TPT          LONDON,-83.10,508.45
06/05/2025,Zettle_*TSUJIRI ChLondon,-7.20,591.55
06/05/2025,WHOLE FOODS MARKETLONDON,-22.27,598.75
06/05/2025,JG *MACMILLAN CANCLONDON,-10.75,621.02
06/05/2025,SP MIFO-UK        KENT,-69.99,631.77
06/05/2025,FIRST DIRECT VISA,-104.82,701.76
06/05/2025,THAMES WATER,-57.00,806.58
06/05/2025,AVIVA,-14.70,863.58
02/05/2025,TFL TRAVEL CH     TFL.GOV.UK/CP,-7.90,878.28
02/05/2025,WWW.GWR.COM       03457000125,-76.50,886.18
02/05/2025,FOURTH FLOOR 90 HI,1252.23,962.68
01/05/2025,404758 31113879   INTERNAL TRANSFER,250.00,-289.55
01/05/2025,OCTOPUS,-265.14,-539.55
01/05/2025,GOCARDLESS,-118.00,-274.41
30/04/2025,ODEON CINEMAS     LONDON,-36.98,-156.41
30/04/2025,PAYPAL PAYMENT,-12.99,-119.43
29/04/2025,TFL TRAVEL CH     TFL.GOV.UK/CP,-4.40,-106.44
29/04/2025,SAINSBURYS S/MKTS TOTTENHAM,-18.75,-102.04
29/04/2025,Tesla Inc.        West Drayton,-20.42,-83.29
28/04/2025,INT'L 1576880670  BACKBLAZE INC     SAN MATEO         USD 10.80 @ 1.3251MAS Rate,-8.15,-62.87
28/04/2025,PYSARENKO G/XP    Transport,16.00,-54.72
28/04/2025,TFL TRAVEL CH     TFL.GOV.UK/CP,-4.20,-70.72
28/04/2025,HOLLAND AND BARRETANGEL ISLINGT,-11.55,-66.52
28/04/2025,SumUp  *Kaja PeersLondon,-62.00,-54.97
28/04/2025,Ding Tea Angel    London,-5.05,7.03
28/04/2025,TFL TRAVEL CH     TFL.GOV.UK/CP,-9.50,12.08
28/04/2025,JAPAN CENTRE GROUPLONDON  SW1Y,-5.34,21.58
28/04/2025,Candy Cafe        London,-13.90,26.92
28/04/2025,Odeon Haymarket   London,-3.90,40.82
28/04/2025,TFL TRAVEL CH     TFL.GOV.UK/CP,-6.20,44.72
28/04/2025,LS THE CASTLE CAFELONDON,-7.02,50.92
28/04/2025,ODEON CINEMAS     LONDON,-36.98,57.94
28/04/2025,404758 31113879   INTERNAL TRANSFER,500.00,94.92
28/04/2025,VIRGIN MEDIA PYMTS,-79.81,-405.08
28/04/2025,EE LIMITED,-40.37,-325.27
25/04/2025,TFL TRAVEL CH     TFL.GOV.UK/CP,-7.90,-284.90
25/04/2025,SAINSBURYS S/MKTS LONDON,-8.80,-277.00
24/04/2025,SAINSBURYS S/MKTS LOWHALL 0433,-49.38,-268.20
24/04/2025,PAYPAL PAYMENT,-6.30,-218.82
24/04/2025,Prisilla.S-Cleaner30ChesnutRoad,-30.00,-212.52
23/04/2025,AVIVA,-49.26,-182.52
22/04/2025,FD YS WONG        support,-50.00,-133.26
22/04/2025,404758 31113879   INTERNAL TRANSFER,100.00,-83.26
22/04/2025,404758 31113879   INTERNAL TRANSFER,50.00,-183.26
22/04/2025,EXETER WCP EXTERNAEXETER  DEVON,-6.20,-233.26
22/04/2025,EXETER COSTA      EXETER  DEVON,-9.25,-227.06
22/04/2025,CHOW ASIAN KITCHENEXETER,-10.10,-217.81
22/04/2025,SumUp  *The Blue LPenzance,-17.50,-207.71
22/04/2025,CO-OP GROUP 160040St Just,-9.37,-190.21
22/04/2025,PK PORTHCURNO     PENZANCE,-12.00,-180.84
22/04/2025,PK PORTHCURNO     PENZANCE,-12.00,-168.84
22/04/2025,SQ *THE KINGS ARMSSaint Just,-5.00,-156.84
22/04/2025,SQ *THE KINGS ARMSSaint Just,-27.80,-151.84
22/04/2025,AMESBURY ARCHER   SALISBURY,-25.49,-124.04
22/04/2025,WM MORRISONS STOREREDRUTH,-3.50,-98.55
22/04/2025,THE ARUNDELL ARMS LIFTON PL16,-9.80,-95.05
22/04/2025,AMESBURY MID SUMMESALISBURY,-6.82,-85.25
22/04/2025,COSTA COFFEE 43011SALISBURY,-7.60,-78.43
22/04/2025,Revolut**1991*    London,-100.00,-70.83
22/04/2025,Tesla Inc.        West Drayton,-12.61,29.17
22/04/2025,Tesla Inc.        West Drayton,-20.71,41.78
22/04/2025,Tesla Inc.        West Drayton,-14.81,62.49
22/04/2025,Tesla Inc.        West Drayton,-16.62,77.30
22/04/2025,ARMTRAC SERVICES  TRURO,-60.00,93.92
22/04/2025,Rajina Zeenath    Parking fine,60.00,153.92
22/04/2025,PAYPAL PAYMENT,-5.99,93.92
19/04/2025,FD YS WONG        Food,-120.00,99.91
19/04/2025,404758 31113879   INTERNAL TRANSFER,150.00,219.91
17/04/2025,SAINSBURYS S/MKTS LOWHALL 0433,-60.34,69.91
17/04/2025,BOOTS 6593        TOTTENHAM,-17.24,130.25
17/04/2025,Tesla Inc.        West Drayton,-14.82,147.49
17/04/2025,Tesla Inc.        West Drayton,-16.88,162.31
17/04/2025,PAYPAL PAYMENT,-3.99,179.19
17/04/2025,FD YS WONG        support,-100.00,183.18
17/04/2025,404758 31113879   INTERNAL TRANSFER,400.00,283.18
